QueryID	Number of annotations replaced	Best Match--BP Symmetric Profile IC	Best Match Similarity--BP Symmetric Profile IC	Best Match--BP Symmetric Annotation IC	Best Match Similarity--BP Symmetric Annotation IC	Best Match--BP Asymmetric Profile IC	Best Match Similarity--BP Asymmetric Profile IC	Best Match--BP Asymmetric Annotation IC	Best Match Similarity--BP Asymmetric Annotation IC	Best Match--AP Profile IC	Best Match Similarity--AP Profile IC	Best Match--AP Annotation IC	Best Match Similarity--AP Annotation IC	Best Match--BP Asymmetric Simj	Best Match Similarity--BP Asymmetric Simj	Best Match--BP Symmetric Simj	Best Match Similarity--BP Symmetric Simj	Best Match--AP Simj	Best Match Similarity--AP Simj
VTO_9007203	10	VTO_9007203	0.33	VTO_9007203	0.5775	VTO_0001466	0.44	VTO_0001466	0.655	VTO_9010598	0.02	VTO_9012092	0.18	VTO_0034991	0.941875793	VTO_0052581	0.916666667	VTO_9022875	0.302952754
VTO_9007203	11	VTO_0034991	0.2725	VTO_9007203	0.5175	VTO_0034991	0.435	VTO_0034991	0.645	VTO_9010598	0.02	VTO_9012092	0.18	VTO_0034991	0.948066444	VTO_0052581	0.78895664	VTO_9022875	0.316392236
VTO_9007203	12	VTO_0034991	0.275	VTO_0034991	0.5075	VTO_0034991	0.44	VTO_0034991	0.655	VTO_9010598	0.02	VTO_9005294	0.175	VTO_0034991	0.941875793	VTO_0034991	0.736488136	VTO_9022875	0.314374902
VTO_9007203	13	VTO_0034991	0.2725	VTO_0001466	0.5125	VTO_0034991	0.435	VTO_0034991	0.655	VTO_0053270	0.025	VTO_9005294	0.19	VTO_0034991	0.935297956	VTO_0034991	0.733798849	VTO_9022875	0.324249693
VTO_9007203	14	VTO_0001466	0.27	VTO_0001466	0.5075	VTO_0034991	0.435	VTO_0034991	0.655	VTO_9005294	0.03	VTO_9005294	0.2	VTO_0034991	0.911369588	VTO_0034991	0.720578411	VTO_9022875	0.336572953
VTO_9007203	15	VTO_0001465	0.26	VTO_0034991	0.5	VTO_0034991	0.415	VTO_0034991	0.64	VTO_0007202	0.025	VTO_0007202	0.185	VTO_0034991	0.87442174	VTO_0034991	0.701481483	VTO_9022875	0.336572953
VTO_9007203	16	VTO_0034991	0.2575	VTO_0001466	0.4975	VTO_0034991	0.415	VTO_0034991	0.64	VTO_0007202	0.025	VTO_0007202	0.185	VTO_0034991	0.911369588	VTO_0034991	0.72184449	VTO_9022875	0.336572953
VTO_9007203	17	VTO_0034991	0.2475	VTO_0001466	0.4925	VTO_0034991	0.395	VTO_0034991	0.625	VTO_9010598	0.02	VTO_0007202	0.18	VTO_0034991	0.938388324	VTO_0034991	0.739223835	VTO_9022875	0.347440851
VTO_9007203	18	VTO_0001466	0.2475	VTO_0001466	0.4925	VTO_0034991	0.385	VTO_0034991	0.625	VTO_0007202	0.025	VTO_0007202	0.19	VTO_0034991	0.953356184	VTO_0034991	0.748019555	VTO_9022875	0.347440851
VTO_9007203	19	VTO_0035614	0.255	VTO_0035614	0.5025	VTO_0035614	0.4	VTO_0035614	0.635	VTO_0007202	0.03	VTO_0007202	0.2	VTO_0034991	0.956117128	VTO_0034991	0.752617758	VTO_9022875	0.355204036
VTO_9007203	20	VTO_0035614	0.255	VTO_0035614	0.4975	VTO_0035614	0.4	VTO_0035614	0.635	VTO_0079063	0.03	VTO_0007202	0.2	VTO_0034991	0.938942826	VTO_0034991	0.746330917	VTO_9022875	0.352505752
VTO_0080000	0	VTO_0080000	0.81	VTO_0080000	0.885	VTO_0080000	0.81	VTO_0080000	0.885	VTO_0079063	0.04	VTO_0079063	0.22	VTO_0037490	1	VTO_0037490	1	VTO_0003314	0.331371336
VTO_0080000	1	VTO_0080000	0.79	VTO_0080000	0.86	VTO_0080000	0.79	VTO_0080000	0.86	VTO_0079063	0.04	VTO_0079063	0.22	VTO_0037490	1	VTO_0037490	1	VTO_0003314	0.326733923
VTO_0080000	2	VTO_0080000	0.77	VTO_0080000	0.85	VTO_0080000	0.77	VTO_0080000	0.85	VTO_0079063	0.04	VTO_0079063	0.22	VTO_0037490	1	VTO_0037490	1	VTO_9022875	0.327377334
VTO_0080000	3	VTO_0080000	0.77	VTO_0080000	0.85	VTO_0080000	0.77	VTO_0080000	0.85	VTO_0079063	0.05	VTO_0079063	0.24	VTO_0037490	1	VTO_0037490	1	VTO_0003314	0.328172268
VTO_0080000	4	VTO_0080000	0.715	VTO_0080000	0.83	VTO_0080000	0.715	VTO_0080000	0.83	VTO_0079063	0.035	VTO_0053270	0.2	VTO_0037490	1	VTO_0037490	1	VTO_9022875	0.327377334
VTO_0080000	5	VTO_0080000	0.665	VTO_0080000	0.8	VTO_0080000	0.665	VTO_0080000	0.8	VTO_0053270	0.025	VTO_0053270	0.19	VTO_0037490	1	VTO_0037490	1	VTO_9022875	0.327377334
VTO_0080000	6	VTO_0080000	0.64	VTO_0080000	0.785	VTO_0080000	0.64	VTO_0080000	0.785	VTO_0053270	0.025	VTO_0053270	0.19	VTO_0037490	1	VTO_0037490	1	VTO_9022875	0.315529676
VTO_0080000	7	VTO_0080000	0.625	VTO_0080000	0.77	VTO_0080000	0.625	VTO_0080000	0.77	VTO_0079063	0.03	VTO_0001109	0.185	VTO_0037490	1	VTO_0037490	1	VTO_9022875	0.302290578
VTO_0080000	8	VTO_0080000	0.625	VTO_0080000	0.77	VTO_0080000	0.625	VTO_0080000	0.77	VTO_0079063	0.045	VTO_0079063	0.23	VTO_0037490	1	VTO_0037490	1	VTO_9022875	0.319808601
VTO_0080000	9	VTO_0080000	0.625	VTO_0080000	0.77	VTO_0080000	0.625	VTO_0080000	0.77	VTO_0079063	0.04	VTO_0079063	0.22	VTO_0037490	1	VTO_0037490	1	VTO_9022875	0.335744681
VTO_0080000	10	VTO_0080000	0.4425	VTO_0080000	0.64	VTO_0034991	0.44	VTO_0034991	0.665	VTO_0079063	0.035	VTO_0079063	0.2	VTO_0037519	0.940322336	VTO_0037490	0.916666667	VTO_9022875	0.335744681
VTO_0080000	11	VTO_0034991	0.27	VTO_0034991	0.5075	VTO_0034991	0.44	VTO_0034991	0.665	VTO_0079063	0.03	VTO_0053270	0.19	VTO_0037519	0.928616651	VTO_0037490	0.778767821	VTO_9022875	0.327838072
VTO_0080000	12	VTO_0034991	0.26	VTO_0034991	0.5	VTO_0034991	0.42	VTO_0034991	0.65	VTO_0053270	0.03	VTO_0053270	0.2	VTO_0037519	0.928616651	VTO_0037519	0.7392001	VTO_9022875	0.327838072
VTO_0080000	13	VTO_0034991	0.27	VTO_0034991	0.5025	VTO_0034991	0.44	VTO_0034991	0.655	VTO_0053270	0.03	VTO_0053270	0.2	VTO_0037519	0.928616651	VTO_0037519	0.740935544	VTO_9022875	0.319997896
VTO_0080000	14	VTO_0034991	0.29	VTO_0034991	0.52	VTO_0034991	0.47	VTO_0034991	0.68	VTO_0039240	0.025	VTO_0039240	0.19	VTO_0034991	0.92779533	VTO_0034991	0.740213454	VTO_9022875	0.314803661
VTO_0080000	15	VTO_0034991	0.29	VTO_0034991	0.52	VTO_0034991	0.47	VTO_0034991	0.68	VTO_9010598	0.02	VTO_0001109	0.185	VTO_0034991	0.939446367	VTO_0034991	0.747296713	VTO_9022875	0.314803661
VTO_0080000	16	VTO_0034991	0.285	VTO_0034991	0.52	VTO_0034991	0.47	VTO_0034991	0.68	VTO_9010598	0.02	VTO_0004665	0.18	VTO_0034991	0.92779533	VTO_0034991	0.740709259	VTO_9022875	0.292943269
VTO_0080000	17	VTO_0034991	0.275	VTO_0034991	0.5075	VTO_0034991	0.44	VTO_0034991	0.655	VTO_9010598	0.02	VTO_0004665	0.18	VTO_0034991	0.939446367	VTO_0034991	0.748634748	VTO_9022875	0.309545508
VTO_0080000	18	VTO_0034991	0.265	VTO_0034991	0.5	VTO_0034991	0.42	VTO_0034991	0.64	VTO_9010598	0.02	VTO_9016999	0.175	VTO_0034991	0.943115708	VTO_0034991	0.74813443	VTO_9022875	0.309545508
VTO_0080000	19	VTO_0034991	0.265	VTO_0034991	0.5	VTO_0034991	0.42	VTO_0034991	0.64	VTO_9010598	0.02	VTO_0001109	0.175	VTO_0034991	0.943115708	VTO_0034991	0.74813443	VTO_9022875	0.309545508
VTO_0080000	20	VTO_0034991	0.265	VTO_0034991	0.5025	VTO_0034991	0.42	VTO_0034991	0.645	VTO_9010598	0.02	VTO_0001109	0.175	VTO_0034991	0.943115708	VTO_0034991	0.751255478	VTO_9022875	0.313746385
VTO_0037490	0	VTO_0037490	0.79	VTO_0037490	0.87	VTO_0037490	0.79	VTO_0037490	0.87	VTO_9006308	0.02	VTO_9016999	0.18						
VTO_0037490	1	VTO_0037490	0.79	VTO_0037490	0.87	VTO_0037490	0.79	VTO_0037490	0.87	VTO_0080344	0.025	VTO_9016999	0.18						
VTO_0037490	2	VTO_0037490	0.79	VTO_0037490	0.87	VTO_0037490	0.79	VTO_0037490	0.87	VTO_0080344	0.03	VTO_0003314	0.18						
VTO_0037490	3	VTO_0037490	0.79	VTO_0037490	0.87	VTO_0037490	0.79	VTO_0037490	0.87	VTO_0080344	0.025	VTO_9016999	0.18						
VTO_0037490	4	VTO_0037490	0.79	VTO_0037490	0.87	VTO_0037490	0.79	VTO_0037490	0.87	VTO_0003314	0.025	VTO_0003314	0.185						
VTO_0037490	5	VTO_0037490	0.79	VTO_0037490	0.87	VTO_0037490	0.79	VTO_0037490	0.87	VTO_0003314	0.025	VTO_0003314	0.185						
VTO_0037490	6	VTO_0037490	0.79	VTO_0037490	0.87	VTO_0037490	0.79	VTO_0037490	0.87	VTO_0003314	0.025	VTO_0003314	0.185						
VTO_0037490	7	VTO_0037490	0.79	VTO_0037490	0.87	VTO_0037490	0.79	VTO_0037490	0.87	VTO_9010598	0.02	VTO_0003314	0.18						
VTO_0037490	8	VTO_0037490	0.755	VTO_0037490	0.855	VTO_0037490	0.755	VTO_0037490	0.855	VTO_9010598	0.02	VTO_0003314	0.18						
VTO_0037490	9	VTO_0037490	0.6	VTO_0037490	0.76	VTO_0037490	0.6	VTO_0037490	0.76	VTO_9010598	0.02	VTO_0004665	0.18						
VTO_0037490	10	VTO_0037490	0.4575	VTO_0037490	0.665	VTO_0034991	0.47	VTO_0034991	0.67	VTO_0003314	0.02	VTO_0003314	0.18						
VTO_0037490	11	VTO_0037490	0.39	VTO_0037490	0.6225	VTO_0034991	0.475	VTO_0034991	0.675	VTO_9010598	0.02	VTO_0003314	0.18						
VTO_0037490	12	VTO_0037490	0.31	VTO_0037490	0.5625	VTO_0034991	0.455	VTO_0034991	0.66	VTO_0080344	0.025	VTO_0003314	0.18						
VTO_0037490	13	VTO_0034991	0.2925	VTO_0034991	0.5175	VTO_0034991	0.475	VTO_0034991	0.675	VTO_0046012	0.03	VTO_0046012	0.21						
VTO_0037490	14	VTO_0034991	0.2925	VTO_0034991	0.5175	VTO_0034991	0.475	VTO_0034991	0.675	VTO_0046012	0.03	VTO_0046012	0.2						
VTO_0037490	15	VTO_0034991	0.285	VTO_0034991	0.51	VTO_0034991	0.46	VTO_0034991	0.66	VTO_9010136	0.03	VTO_0046012	0.21						
VTO_0037490	16	VTO_0034991	0.285	VTO_0034991	0.51	VTO_0034991	0.46	VTO_0034991	0.66	VTO_0046012	0.035	VTO_0046012	0.22						
VTO_0037490	17	VTO_0034991	0.2925	VTO_0034991	0.5175	VTO_0034991	0.475	VTO_0034991	0.675	VTO_0059196	0.03	VTO_0046012	0.21						
VTO_0037490	18	VTO_0034991	0.3025	VTO_0034991	0.525	VTO_0034991	0.495	VTO_0034991	0.69	VTO_0059196	0.025	VTO_0059196	0.18						
VTO_0037490	19	VTO_0034991	0.3025	VTO_0034991	0.525	VTO_0034991	0.495	VTO_0034991	0.69	VTO_0059196	0.03	VTO_0059196	0.2						
VTO_0037490	20	VTO_0034991	0.305	VTO_0034991	0.5275	VTO_0034991	0.5	VTO_0034991	0.695	VTO_0059196	0.03	VTO_0059196	0.2						
VTO_0052581	0	VTO_0052581	0.89	VTO_0052581	0.94	VTO_0052581	0.89	VTO_0052581	0.94	VTO_9006308	0.02	VTO_9016999	0.18						
VTO_0052581	1	VTO_0052581	0.89	VTO_0052581	0.94	VTO_0052581	0.89	VTO_0052581	0.94	VTO_9006308	0.02	VTO_0039240	0.17						
VTO_0052581	2	VTO_0052581	0.89	VTO_0052581	0.94	VTO_0052581	0.89	VTO_0052581	0.94	VTO_9006308	0.025	VTO_0039240	0.19						
VTO_0052581	3	VTO_0052581	0.86	VTO_0052581	0.92	VTO_0052581	0.86	VTO_0052581	0.92	VTO_9006308	0.03	VTO_0039240	0.2						
VTO_0052581	4	VTO_0052581	0.86	VTO_0052581	0.92	VTO_0052581	0.86	VTO_0052581	0.92	VTO_9006308	0.025	VTO_9006308	0.185						
VTO_0052581	5	VTO_0052581	0.81	VTO_0052581	0.885	VTO_0052581	0.81	VTO_0052581	0.885	VTO_9006308	0.03	VTO_9006308	0.19						
VTO_0052581	6	VTO_0052581	0.755	VTO_0052581	0.855	VTO_0052581	0.755	VTO_0052581	0.855	VTO_0060108	0.02	VTO_9006308	0.18						
VTO_0052581	7	VTO_0052581	0.72	VTO_0052581	0.83	VTO_0052581	0.72	VTO_0052581	0.83	VTO_0079063	0.025	VTO_9006308	0.18						
VTO_0052581	8	VTO_0052581	0.71	VTO_0052581	0.82	VTO_0052581	0.71	VTO_0052581	0.82	VTO_0060503	0.025	VTO_0060503	0.185						
VTO_0052581	9	VTO_0052581	0.49	VTO_0052581	0.675	VTO_0034991	0.52	VTO_0034991	0.705	VTO_0060503	0.025	VTO_0060503	0.185						
VTO_0052581	10	VTO_0034991	0.31	VTO_0034991	0.5325	VTO_0034991	0.51	VTO_0034991	0.705	VTO_0060503	0.025	VTO_0060503	0.185						
VTO_0052581	11	VTO_0034991	0.2925	VTO_0034991	0.5225	VTO_0034991	0.485	VTO_0034991	0.685	VTO_0060503	0.025	VTO_0060503	0.185						
VTO_0052581	12	VTO_0034991	0.2975	VTO_0034991	0.5225	VTO_0034991	0.485	VTO_0034991	0.685	VTO_0060503	0.03	VTO_0060503	0.19						
VTO_0052581	13	VTO_0034991	0.28	VTO_0034991	0.515	VTO_0034991	0.46	VTO_0034991	0.67	VTO_0060503	0.03	VTO_0060503	0.19						
VTO_0052581	14	VTO_0034991	0.28	VTO_0034991	0.51	VTO_0034991	0.46	VTO_0034991	0.67	VTO_0060503	0.03	VTO_0035055	0.21						
VTO_0052581	15	VTO_0034991	0.275	VTO_0034991	0.5075	VTO_0034991	0.45	VTO_0034991	0.665	VTO_0000124	0.035	VTO_0000124	0.225						
VTO_0052581	16	VTO_0034991	0.2725	VTO_0034991	0.5	VTO_0034991	0.445	VTO_0034991	0.65	VTO_0060503	0.03	VTO_0035055	0.21						
VTO_0052581	17	VTO_0034991	0.2725	VTO_0034991	0.5	VTO_0034991	0.445	VTO_0034991	0.65	VTO_0060503	0.03	VTO_0035055	0.22						
VTO_0052581	18	VTO_0034991	0.275	VTO_0034991	0.5075	VTO_0034991	0.45	VTO_0034991	0.665	VTO_0060503	0.03	VTO_0035055	0.22						
VTO_0052581	19	VTO_0034991	0.275	VTO_0034991	0.5075	VTO_0034991	0.45	VTO_0034991	0.665	VTO_9006308	0.03	VTO_0035055	0.22						
VTO_0052581	20	VTO_0034991	0.2875	VTO_0034991	0.515	VTO_0034991	0.475	VTO_0034991	0.68	VTO_9006308	0.03	VTO_0035055	0.21						
VTO_0064837	0	VTO_0064837	0.75	VTO_0064837	0.85	VTO_0064837	0.75	VTO_0064837	0.85	VTO_0080344	0.03	VTO_0080344	0.2						
VTO_0064837	1	VTO_0064837	0.75	VTO_0064837	0.85	VTO_0064837	0.75	VTO_0064837	0.85	VTO_0080344	0.03	VTO_0080344	0.2						
VTO_0064837	2	VTO_0064837	0.75	VTO_0064837	0.85	VTO_0064837	0.75	VTO_0064837	0.85	VTO_0080344	0.03	VTO_0080344	0.2						
VTO_0064837	3	VTO_0064837	0.75	VTO_0064837	0.85	VTO_0064837	0.75	VTO_0064837	0.85	VTO_0080344	0.03	VTO_0080344	0.2						
VTO_0064837	4	VTO_0064837	0.75	VTO_0064837	0.85	VTO_0064837	0.75	VTO_0064837	0.85	VTO_0080344	0.03	VTO_0080344	0.2						
VTO_0064837	5	VTO_0064837	0.735	VTO_0064837	0.845	VTO_0064837	0.735	VTO_0064837	0.845	VTO_0080344	0.03	VTO_0080344	0.2						
VTO_0064837	6	VTO_0064837	0.7	VTO_0064837	0.825	VTO_0064837	0.7	VTO_0064837	0.825	VTO_0080344	0.03	VTO_0080344	0.2						
VTO_0064837	7	VTO_0064837	0.7	VTO_0064837	0.825	VTO_0064837	0.7	VTO_0064837	0.825	VTO_0080344	0.03	VTO_0080344	0.2						
VTO_0064837	8	VTO_0064837	0.7	VTO_0064837	0.825	VTO_0064837	0.7	VTO_0064837	0.825	VTO_0053270	0.025	VTO_0053270	0.195						
VTO_0064837	9	VTO_0064837	0.535	VTO_0064837	0.72	VTO_0064837	0.535	VTO_0064837	0.72	VTO_0035463	0.02	VTO_0003314	0.18						
VTO_0064837	10	VTO_0064837	0.51	VTO_0064837	0.7	VTO_0064837	0.51	VTO_0064837	0.7	VTO_0059196	0.025	VTO_0059196	0.18						
VTO_0064837	11	VTO_0034991	0.2875	VTO_0064837	0.525	VTO_0034991	0.475	VTO_0034991	0.67	VTO_0046012	0.03	VTO_0046012	0.2						
VTO_0064837	12	VTO_0034991	0.2975	VTO_0034991	0.5175	VTO_0034991	0.495	VTO_0034991	0.685	VTO_0059196	0.03	VTO_0059196	0.2						
VTO_0064837	13	VTO_0034991	0.2975	VTO_0034991	0.5175	VTO_0034991	0.495	VTO_0034991	0.685	VTO_0038538	0.03	VTO_0038538	0.2						
VTO_0064837	14	VTO_0034991	0.29	VTO_0034991	0.5125	VTO_0034991	0.48	VTO_0034991	0.675	VTO_0059196	0.03	VTO_0046012	0.2						
VTO_0064837	15	VTO_0034991	0.29	VTO_0034991	0.5125	VTO_0034991	0.48	VTO_0034991	0.675	VTO_0007202	0.03	VTO_0007202	0.2						
VTO_0064837	16	VTO_0034991	0.29	VTO_0034991	0.5125	VTO_0034991	0.48	VTO_0034991	0.675	VTO_0007202	0.03	VTO_0007202	0.2						
VTO_0064837	17	VTO_0034991	0.29	VTO_0034991	0.5125	VTO_0034991	0.48	VTO_0034991	0.675	VTO_0038538	0.03	VTO_0038538	0.2						
VTO_0064837	18	VTO_0034991	0.29	VTO_0034991	0.5125	VTO_0034991	0.48	VTO_0034991	0.675	VTO_0007202	0.03	VTO_0007202	0.2						
VTO_0064837	19	VTO_0034991	0.29	VTO_0001465	0.5125	VTO_0034991	0.48	VTO_0034991	0.675	VTO_0007202	0.03	VTO_0007202	0.2						
VTO_0064837	20	VTO_0034991	0.28	VTO_0034991	0.5075	VTO_0034991	0.47	VTO_0034991	0.675	VTO_0007202	0.03	VTO_0007202	0.2						
